id,customer_id,email,full_name,age,gender,marital_status,family_size,dependent_count,occupation,occupation_type,monthly_income,kyc_status,city,kids_in_household,app_installed,existing_customer,credit_score,social_media_active,emails_sent,emails_opened,emails_clicked,topics_list,w1,w2,w3,created_at,updated_at
5731a643-5c1f-4e20-96cc-9aabc68db9bf,CUST0064,pooja.verma7452@example.com,"Pooja Verma",41,Female,Married,6,2,Advocate,Part-time,262189,Y,Gurugram,4,N,Y,364,N,15,13,8,{},0.5,0.5,0.5,"2026-03-04 21:33:02.013142+00","2026-03-07 12:43:53.745+00"
fbcc3f3e-9255-4eaa-a0f4-8147cb1e8370,CUST0065,shreya.iyer1912@example.com,"Shreya Iyer",26,Female,Single,0,2,Driver,Part-time,65956,Y,Visakhapatnam,1,N,N,679,N,15,9,1,{},0.5,0.5,0.5,"2026-03-04 21:33:02.013142+00","2026-03-07 12:43:53.745+00"
29796da5-26c0-41dd-836e-534902ea37d3,CUST0066,harsh.iyer1623@example.com,"Harsh Iyer",71,Male,Married,6,2,Homemaker,Full-time,128911,N,Kochi,1,N,Y,676,N,15,10,5,{},0.5,0.5,0.5,"2026-03-04 21:33:02.013142+00","2026-03-07 12:43:53.745+00"
da8938c4-5090-4297-9533-a2a1f3ef3c3e,CUST3117,siddharth.verma6524@example.com,"Siddharth Verma",20,Male,Single,4,4,"Government Employee",Full-time,493429,Y,Bengaluru,0,N,Y,425,N,4,2,2,{},0.5,0.5,0.5,"2026-03-04 21:33:02.013142+00","2026-03-07 12:44:19.406+00"
85b72dee-a826-4148-86d1-a9f29989a3b7,CUST3118,tanvi.nair3843@example.com,"Tanvi Nair",74,Female,Married,2,0,Advocate,Full-time,161779,Y,Jaipur,0,Y,N,323,N,4,3,2,{},0.5,0.5,0.5,"2026-03-04 21:33:02.013142+00","2026-03-07 12:44:19.406+00"
83073f73-7f1d-4cda-8b2d-b0a3762a6e68,CUST3119,pranav.chatterjee7624@example.com,"Pranav Chatterjee",57,Male,Single,6,4,Teacher,Part-time,192420,N,Indore,4,Y,N,567,N,15,5,1,{},5.5,5.5,5.5,"2026-03-04 21:33:02.013142+00","2026-03-07 12:44:19.406+00"
a4f76f51-bc68-4a56-87f8-a087f71c5698,CUST3099,pranav.kumar3450@example.com,"Pranav Kumar",35,Male,Single,2,2,Driver,Part-time,109596,Y,Kochi,1,Y,N,604,Y,4,2,2,{},0.5,0.5,0.5,"2026-03-04 21:33:02.013142+00","2026-03-07 12:44:19.406+00"
08c6da09-d0ac-4379-87a5-8caece6cfda9,CUST3101,manish.nair8675@example.com,"Manish Nair",30,Male,Married,5,2,"Data Analyst",Part-time,232609,Y,Kolkata,0,N,N,402,Y,4,2,0,{},0.5,0.5,0.5,"2026-03-04 21:33:02.013142+00","2026-03-07 12:44:19.406+00"
3533093f-4193-4703-a9fc-04dd7b5de174,CUST3120,shreya.kumar7346@example.com,"Shreya Kumar",41,Female,Married,7,2,Doctor,Full-time,399644,N,Kolkata,4,Y,N,518,N,15,8,4,{},5.5,5.5,5.5,"2026-03-04 21:33:02.013142+00","2026-03-07 12:44:19.406+00"
dc856d97-fde5-4a7e-b4f8-8711de7ad5ba,CUST3121,amit.singh5352@example.com,"Amit Singh",43,Male,Married,7,4,Consultant,Part-time,437995,N,Surat,3,N,Y,625,Y,4,3,2,{},0.5,0.5,0.5,"2026-03-04 21:33:02.013142+00","2026-03-07 12:44:19.406+00"
de8996ca-bf3b-4bed-9364-c3a35233f939,CUST3163,manish.nair2814@example.com,"Manish Nair",27,Male,Single,6,2,Nurse,Part-time,119474,Y,Kochi,1,N,Y,597,N,4,3,0,{},0.5,0.5,0.5,"2026-03-04 21:33:02.013142+00","2026-03-07 12:44:19.406+00"
40649065-dea5-4913-afd7-df808fa083d6,CUST3169,neha.joshi6354@example.com,"Neha Joshi",21,Female,Single,0,0,Plumber,Part-time,19052,N,Hyderabad,3,Y,Y,520,Y,4,4,2,{},0.5,0.5,0.5,"2026-03-04 21:33:02.013142+00","2026-03-07 12:44:19.406+00"
9f194f30-d6ea-4b6c-a98c-17169b1188c5,CUST3275,meera.yadav8982@example.com,"Meera Yadav",45,Female,Single,6,1,Student,Part-time,411673,Y,Visakhapatnam,0,N,Y,418,N,4,0,0,{},0.5,0.5,0.5,"2026-03-04 21:33:02.013142+00","2026-03-07 12:44:19.406+00"
63c7f83c-3deb-4144-a3a0-134987a54dd3,CUST0075,aditya.reddy5063@example.com,"Aditya Reddy",39,Male,Married,0,1,Doctor,Full-time,51482,Y,Mumbai,0,Y,N,729,N,15,8,6,{},0.5,0.5,0.5,"2026-03-04 21:33:02.013142+00","2026-03-07 12:43:53.745+00"
076b1179-bd67-4d88-9aca-cb04f9977b18,CUST0076,ananya.nair5106@example.com,"Ananya Nair",64,Female,Married,1,0,Doctor,Part-time,410541,Y,Bengaluru,2,N,N,797,N,15,8,3,{},0.5,0.5,0.5,"2026-03-04 21:33:02.013142+00","2026-03-07 12:43:53.745+00"
ef15d759-48e5-4c94-a235-f88b30e6e2f5,CUST3341,riya.nair7803@example.com,"Riya Nair",73,Female,Married,6,2,Electrician,Full-time,369810,N,Visakhapatnam,2,N,N,675,Y,15,7,3,{},5.5,5.5,5.5,"2026-03-04 21:33:02.013142+00","2026-03-07 12:44:19.406+00"
5fcecb3b-6b46-48fe-9e4c-56fc2de57218,CUST3344,kavya.joshi3225@example.com,"Kavya Joshi",55,Female,Married,1,0,Accountant,Part-time,289660,N,Kolkata,3,N,N,356,N,15,11,8,{},5.5,5.5,5.5,"2026-03-04 21:33:02.013142+00","2026-03-07 12:44:19.406+00"
dd845fd9-6909-4d5f-a1d8-10047e45d935,CUST3350,aditya.joshi7588@example.com,"Aditya Joshi",63,Male,Single,1,1,Student,Part-time,277399,Y,Delhi,1,Y,N,831,Y,4,3,1,{},0.5,0.5,0.5,"2026-03-04 21:33:02.013142+00","2026-03-07 12:44:19.406+00"
9d48a97c-d94f-4ec0-ad3c-3ddeab853ce7,CUST3351,vikram.joshi8743@example.com,"Vikram Joshi",34,Male,Married,5,2,Entrepreneur,Full-time,373843,N,Ahmedabad,2,Y,Y,484,Y,4,1,1,{},0.5,0.5,0.5,"2026-03-04 21:33:02.013142+00","2026-03-07 12:44:19.406+00"
27b14274-a430-4847-bbe8-225bfdebcafb,CUST3357,aditya.joshi1213@example.com,"Aditya Joshi",39,Male,Single,2,4,Entrepreneur,Part-time,125211,N,Surat,2,Y,N,597,Y,15,10,2,{},5.5,5.5,5.5,"2026-03-04 21:33:02.013142+00","2026-03-07 12:44:19.406+00"
73602c7a-7cbf-49ea-83b2-4097002392aa,CUST3363,harsh.joshi5405@example.com,"Harsh Joshi",47,Male,Single,6,3,Homemaker,Full-time,276210,Y,Lucknow,2,N,N,780,N,4,2,0,{},0.5,0.5,0.5,"2026-03-04 21:33:02.013142+00","2026-03-07 12:44:19.406+00"
76e6bc0e-8a62-434c-8d09-579343bf3f27,CUST3131,amit.bose8947@example.com,"Amit Bose",22,Male,Married,3,2,"Operations Manager",Part-time,17721,N,Kochi,3,N,Y,340,Y,4,3,1,{},0.5,0.5,0.5,"2026-03-04 21:33:02.013142+00","2026-03-07 12:44:19.406+00"
b02e2637-43b8-41b1-ab66-92efc6cc56d8,CUST3132,neha.reddy1301@example.com,"Neha Reddy",23,Female,Married,3,1,Plumber,Part-time,404904,Y,Indore,0,N,N,438,N,4,2,1,{},0.5,0.5,0.5,"2026-03-04 21:33:02.013142+00","2026-03-07 12:44:19.406+00"
ae972f9e-5d42-415e-b84e-179d7f88c6d7,CUST3134,vikram.reddy2568@example.com,"Vikram Reddy",75,Male,Single,2,2,"Marketing Manager",Part-time,188714,N,Indore,4,N,Y,474,N,4,1,0,{},0.5,0.5,0.5,"2026-03-04 21:33:02.013142+00","2026-03-07 12:44:19.406+00"
fe2dde49-fbc7-4c03-97bb-93f2e4371dfc,CUST1026,karan.iyer2694@example.com,"Karan Iyer",34,Male,Single,5,1,Plumber,Full-time,393756,N,Kolkata,2,N,Y,475,N,12,5,3,{},0.5,0.5,0.5,"2026-03-04 21:33:02.013142+00","2026-03-07 12:44:02.834+00"
dd9428b7-ef15-4b42-8cd6-217720d60303,CUST1036,riya.sharma8549@example.com,"Riya Sharma",31,Female,Married,2,0,"Bank Employee",Full-time,164088,N,Bhopal,4,N,Y,811,Y,12,4,3,{},0.5,0.5,0.5,"2026-03-04 21:33:02.013142+00","2026-03-07 12:44:02.834+00"
8c481ffe-7ad0-43fb-b5ea-4a9920e4483e,CUST2017,sneha.mehta7559@example.com,"Sneha Mehta",37,Female,Married,3,1,"IT Professional",Full-time,65690,Y,Indore,1,Y,Y,583,N,4,3,2,{},0.5,0.5,0.5,"2026-03-04 21:33:02.013142+00","2026-03-07 12:44:11.19+00"
83844fac-bb8d-4968-8180-1791b1ca08ea,CUST2019,shreya.verma8695@example.com,"Shreya Verma",51,Female,Single,7,4,Nurse,Part-time,387535,Y,Hyderabad,2,Y,N,561,Y,4,1,1,{},0.5,0.5,0.5,"2026-03-04 21:33:02.013142+00","2026-03-07 12:44:11.19+00"
1fd51016-153e-4cb6-bd03-5bebcef0c746,CUST2020,kavya.bose3598@example.com,"Kavya Bose",50,Female,Single,7,2,"Retail Associate",Part-time,497253,Y,Pune,0,Y,Y,490,Y,4,3,3,{},0.5,0.5,0.5,"2026-03-04 21:33:02.013142+00","2026-03-07 12:44:11.19+00"
45c1f050-f799-4377-90fb-af56bed2b9b7,CUST1074,simran.sharma8833@example.com,"Simran Sharma",29,Female,Single,0,2,Plumber,Part-time,234565,N,Chandigarh,3,Y,Y,493,N,11,5,2,{},0.5,0.5,0.5,"2026-03-04 21:33:02.013142+00","2026-03-07 12:44:02.834+00"
ecf3ce1a-5710-4ad4-b4f7-4eacb45196b5,CUST1080,pooja.iyer8728@example.com,"Pooja Iyer",62,Female,Single,0,3,Doctor,Full-time,222192,N,Chennai,4,N,Y,735,Y,11,6,2,{},0.5,0.5,0.5,"2026-03-04 21:33:02.013142+00","2026-03-07 12:44:02.834+00"
d1e71a28-c50f-4b06-ba5b-68685932c229,CUST1081,vivaan.reddy1211@example.com,"Vivaan Reddy",31,Male,Single,3,2,"Data Analyst",Part-time,445308,Y,Nagpur,0,Y,Y,786,N,11,7,2,{},0.5,0.5,0.5,"2026-03-04 21:33:02.013142+00","2026-03-07 12:44:02.834+00"
02bfa488-e7ef-497e-b556-7358647f68af,CUST0022,ankit.verma5795@example.com,"Ankit Verma",67,Male,Married,2,1,Engineer,Part-time,477115,N,Mumbai,1,N,N,554,N,15,7,5,{},0.5,0.5,0.5,"2026-03-04 21:33:02.013142+00","2026-03-07 12:43:53.745+00"
44ebd5b5-2db7-451b-86dc-70b1b9725740,CUST1335,pranav.joshi8634@example.com,"Pranav Joshi",34,Male,Single,2,3,Accountant,Full-time,407995,Y,Kochi,1,Y,Y,480,Y,8,6,3,{},0.5,0.5,0.5,"2026-03-04 21:33:02.013142+00","2026-03-07 12:44:02.835+00"
0502a90f-a296-41e5-bac5-b4ee071fa2c7,CUST1433,simran.patel2613@example.com,"Simran Patel",32,Female,Married,2,0,Doctor,Part-time,374667,Y,Mumbai,4,Y,N,300,Y,5,5,1,{},0.5,0.5,0.5,"2026-03-04 21:33:02.013142+00","2026-03-07 12:44:02.836+00"
bec3bac2-aa40-4322-bed5-872bea355f69,CUST0023,amit.mehta1772@example.com,"Amit Mehta",42,Male,Single,7,1,Accountant,Full-time,198321,N,Ahmedabad,1,Y,Y,708,N,15,9,3,{},0.5,0.5,0.5,"2026-03-04 21:33:02.013142+00","2026-03-07 12:43:53.745+00"
c2a5b679-7d7e-4edb-9e9a-abef2d18f4cc,CUST0024,tanvi.verma4574@example.com,"Tanvi Verma",40,Female,Married,5,0,Advocate,Full-time,108620,N,Delhi,0,N,N,621,N,15,8,1,{},0.5,0.5,0.5,"2026-03-04 21:33:02.013142+00","2026-03-07 12:43:53.745+00"
941deabd-0f0b-4511-9248-327bca8d89db,CUST0077,priya.patel8395@example.com,"Priya Patel",25,Female,Married,6,0,"Bank Employee",Full-time,291265,N,Delhi,1,N,Y,307,Y,15,11,5,{},0.5,0.5,0.5,"2026-03-04 21:33:02.013142+00","2026-03-07 12:43:53.745+00"
253b2da9-fb92-4286-8dee-6df8a3ec3de9,CUST2021,priya.kumar672@example.com,"Priya Kumar",74,Female,Married,0,2,Designer,Part-time,374536,Y,Lucknow,4,Y,N,774,N,4,2,2,{},0.5,0.5,0.5,"2026-03-04 21:33:02.013142+00","2026-03-07 12:44:11.19+00"
0af85447-91a6-4a3e-975c-c8245b7c5386,CUST3369,pranav.verma8336@example.com,"Pranav Verma",48,Male,Single,0,0,Homemaker,Part-time,108732,Y,Delhi,2,Y,Y,470,Y,4,2,1,{},0.5,0.5,0.5,"2026-03-04 21:33:02.013142+00","2026-03-07 12:44:19.406+00"
b9bb47cc-0243-420d-9011-3aecfc9439b5,CUST3371,nandini.singh5775@example.com,"Nandini Singh",75,Female,Single,1,3,Accountant,Part-time,429473,N,Nagpur,2,Y,N,827,N,15,7,3,{},5.5,5.5,5.5,"2026-03-04 21:33:02.013142+00","2026-03-07 12:44:19.406+00"
f34ba385-cb9c-43e3-90eb-6168d123c247,CUST0078,isha.joshi2249@example.com,"Isha Joshi",66,Female,Married,4,2,Advocate,Part-time,275773,N,Kolkata,1,N,Y,812,N,15,6,0,{},0.5,0.5,0.5,"2026-03-04 21:33:02.013142+00","2026-03-07 12:43:53.745+00"
48599764-b495-45c1-ac25-240f519dfb57,CUST2022,riya.mehta8133@example.com,"Riya Mehta",34,Female,Single,7,0,"Sales Executive",Full-time,216848,N,Indore,3,Y,Y,760,N,4,2,1,{},0.5,0.5,0.5,"2026-03-04 21:33:02.013142+00","2026-03-07 12:44:11.19+00"
14eaf27d-3af3-4cf0-a62e-8752db93c4f0,CUST3129,karan.chatterjee6525@example.com,"Karan Chatterjee",42,Male,Single,0,3,Advocate,Part-time,291114,N,Ahmedabad,3,Y,Y,811,Y,4,4,2,{},0.5,0.5,0.5,"2026-03-04 21:33:02.013142+00","2026-03-07 12:44:19.406+00"
94ed2b74-c453-48e6-8e6f-72b8dcfb0e4c,CUST3130,vivaan.sharma2453@example.com,"Vivaan Sharma",66,Male,Single,2,0,Engineer,Full-time,308393,Y,Gurugram,0,N,Y,336,Y,4,1,0,{},0.5,0.5,0.5,"2026-03-04 21:33:02.013142+00","2026-03-07 12:44:19.406+00"
6bd7ff76-72ea-438a-953f-17b54fb686a7,CUST0004,ankit.patel4742@example.com,"Ankit Patel",23,Male,Single,1,3,"Marketing Manager",Full-time,348281,N,Kolkata,2,N,Y,573,Y,15,11,7,{},0.5,0.5,0.5,"2026-03-04 21:33:02.013142+00","2026-03-07 12:43:53.745+00"
79b0aeee-8e15-447c-ab76-633589af53fe,CUST0005,manish.mehta4011@example.com,"Manish Mehta",28,Male,Married,6,2,Student,Part-time,373935,N,Delhi,1,Y,N,710,N,15,9,2,{},0.5,0.5,0.5,"2026-03-04 21:33:02.013142+00","2026-03-07 12:43:53.745+00"
229d197f-ff36-4a29-b68f-519e897208b6,CUST0006,arjun.bose9293@example.com,"Arjun Bose",74,Male,Married,3,3,Nurse,Full-time,89905,N,Chennai,1,N,N,708,N,15,8,3,{},0.5,0.5,0.5,"2026-03-04 21:33:02.013142+00","2026-03-07 12:43:53.745+00"
2c2766d1-d7e4-4c1f-a1dd-2ff9e0bbda29,CUST0007,aditya.kumar8086@example.com,"Aditya Kumar",23,Male,Single,1,1,Student,Part-time,430277,N,Gurugram,0,N,N,779,N,15,9,5,{},0.5,0.5,0.5,"2026-03-04 21:33:02.013142+00","2026-03-07 12:43:53.745+00"
18cfd6b7-2828-4e40-8688-5855904ff21c,CUST0008,ankit.mehta1877@example.com,"Ankit Mehta",61,Male,Married,5,0,"Bank Employee",Full-time,97920,N,Mumbai,2,Y,Y,605,Y,15,11,4,{},0.5,0.5,0.5,"2026-03-04 21:33:02.013142+00","2026-03-07 12:43:53.745+00"
c39cffce-be63-4374-a657-42cc671370bb,CUST1434,neha.patel3735@example.com,"Neha Patel",66,Female,Single,4,2,Doctor,Part-time,170672,N,Bengaluru,4,Y,Y,794,N,5,4,1,{},0.5,0.5,0.5,"2026-03-04 21:33:02.013142+00","2026-03-07 12:44:02.836+00"
234edd21-c075-4a0e-b9d1-797c4898af5a,CUST0010,amit.kumar2061@example.com,"Amit Kumar",26,Male,Married,2,2,Electrician,Full-time,126043,Y,Lucknow,3,N,N,829,N,15,11,5,{},0.5,0.5,0.5,"2026-03-04 21:33:02.013142+00","2026-03-07 12:43:53.745+00"
00e24036-663f-49b0-8e83-34087a4fa482,CUST3148,amit.sharma6146@example.com,"Amit Sharma",39,Male,Married,4,1,Designer,Full-time,344519,Y,Visakhapatnam,0,Y,N,502,Y,4,1,1,{},0.5,0.5,0.5,"2026-03-04 21:33:02.013142+00","2026-03-07 12:44:19.406+00"
2e5fe042-3827-485d-8a4b-ff417a1cbc1b,CUST3149,nandini.singh6836@example.com,"Nandini Singh",65,Female,Single,1,0,"Bank Employee",Part-time,56503,Y,Kochi,2,Y,N,380,N,4,2,1,{},0.5,0.5,0.5,"2026-03-04 21:33:02.013142+00","2026-03-07 12:44:19.406+00"
